fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i
975,,,,,"7",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005X,1147,UUID_2ca78751-c0fb-4816-82b8-f3229d6a6637,,,,,2024/02/05 04:16:18.571,,,,2024/02/05 04:16:18.571,citydb_user,,,1144
976,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000LTq,1264,UUID_425d2025-3783-4fc7-a0ff-be0210ed01dd,,,,,2024/02/05 04:16:19.237,,,,2024/02/05 04:16:19.237,citydb_user,,,1257
977,"2600",Gebäude zur Entsorgung,,,"2",,,,,,,,,,"11000004021430020","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"20","12",AX_Gebaeude,DEBE04YY500003m9,,,,,,,,,,,,,,,
978,"2621",Müllbunker,,,"1",,,,,,,,,,"11000004033120051","4200",Aus Katasterkarten digitalisiert,"03312",Olbersstraße,,51D,"1",AX_Gebaeude,DEBE04YY50000Nti,778,UUID_8fbfb51d-d275-45c2-b720-35923e236264,,,,,2024/02/05 04:16:18.081,,,,2024/02/05 04:16:18.081,citydb_user,,,762
979,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004006930001","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"1","3",AX_Gebaeude,DEBE04YY50000638,723,UUID_cfd7754d-14b8-4d77-95a5-2e63af5eea8f,,,,,2024/02/05 04:16:18.014,,,,2024/02/05 04:16:18.014,citydb_user,,,708
980,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740013","4200",Aus Katasterkarten digitalisiert,"03074",Mierendorffstraße 13,"13",,,AX_Gebaeude,DEBE04YY50000Rt0,363,UUID_a3d318f1-c2e4-45bb-84a9-5415b22ee9fe,,,,,2024/02/05 04:16:17.417,,,,2024/02/05 04:16:17.417,citydb_user,,,328
981,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000MsO,,,,,,,,,,,,,,,
982,"3015",Gericht,,,"5",,,,,Landgericht und Anwaltsgericht,,,,,"11000004019690019","4200",Aus Katasterkarten digitalisiert,"01969, 03344, 04424","Herschelstraße 19; Osnabrücker Straße 12, 13, 14, 15; Tegeler Weg 17, 18, 19, 20",,,,AX_Gebaeude,DEBE04YY500008YZ,1902,UUID_4e368a55-159f-4d84-a83a-85a3be54cbe5,,,,,2024/02/05 04:16:20.267,,,,2024/02/05 04:16:20.267,citydb_user,,,1886
983,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04ALk800000c,,,,,,,,,,,,,,,
984,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890083","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 83,"83",,,AX_Gebaeude,DEBE04YY5000026V,1012,UUID_e0529ba8-bfbd-4be3-8fdb-7320cf911f88,,,,,2024/02/05 04:16:18.356,,,,2024/02/05 04:16:18.356,citydb_user,,,992
985,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004016320041","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"41","1",AX_Gebaeude,DEBE04YY50000M5q,889,UUID_4406062d-fd23-43ae-a789-91e7f61239e6,,,,,2024/02/05 04:16:18.228,,,,2024/02/05 04:16:18.228,citydb_user,,,862
986,"2020",Bürogebäude,,,"4",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"05134, 02956","Lise-Meitner-Straße 35; Max-Dohrn-Straße 1",,,,AX_Gebaeude,DEBE00YY1Tj0002B,,,,,,,,,,,,,,,
987,,,,,"10",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IvY,,,,,,,,,,,,,,,
988,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500005Oy,3273,DEB_LOD2_UUID_efd3a472-f782-4331-a9cf-39bf685d4578_9c6db35c-d292-4f9c-b86e-3054081cbe81,,,,,2024/02/05 04:16:22.024,,,,2024/02/05 04:16:22.024,citydb_user,,,3246
989,,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15J00004,,,,,,,,,,,,,,,
990,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY17M000NJ,2038,UUID_c32717cd-07af-4773-9cc7-e814c3f36d3c,,,,,2024/02/05 04:16:20.462,,,,2024/02/05 04:16:20.462,citydb_user,,,2025
991,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320029","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"29","3",AX_Gebaeude,DEBE04YY500009qS,505,UUID_bc844cc7-1191-4a45-a4f7-9fa5fb57269c,,,,,2024/02/05 04:16:17.664,,,,2024/02/05 04:16:17.664,citydb_user,,,499
992,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890085","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 85,"85",,,AX_Gebaeude,DEBE04YY50000Gth,1184,UUID_2d61fda2-310b-4f50-980b-d75e9977a5e0,,,,,2024/02/05 04:16:19.041,,,,2024/02/05 04:16:19.041,citydb_user,,,1177
993,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xxf,,,,,,,,,,,,,,,
994,"2142",Speichergebäude,,,"1",,,,,,,,,,"11000004016320029","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer 29,"29",,,AX_Gebaeude,DEBE04YY500005MN,1092,UUID_b28d9390-7f29-4c9b-9245-0eb3e256b053,,,,,2024/02/05 04:16:18.464,,,,2024/02/05 04:16:18.464,citydb_user,,,1088
995,"2142",Speichergebäude,,,"1",,,,,,,,,,"11000004023750004","4200",Aus Katasterkarten digitalisiert,"02375",Keplerstraße,,"4","2",AX_Gebaeude,DEBE04YY500005p2,946,UUID_43458446-da96-4167-97a6-800d539aa382,,,,,2024/02/05 04:16:18.287,,,,2024/02/05 04:16:18.287,citydb_user,,,941
996,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Ok5,,,,,,,,,,,,,,,
997,"3021",Allgemein bildende Schule,,,"2",,,,,,,,,,"11000004006930006","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 6,"6",,,AX_Gebaeude,DEBE04YY50000DVW,,,,,,,,,,,,,,,
998,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810004","4200",Aus Katasterkarten digitalisiert,"03081, 04418","Mindener Straße 4; Tauroggener Straße 10",,,,AX_Gebaeude,DEBE04YY50000Kfl,,,,,,,,,,,,,,,
999,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004032660011","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße,,"11","1",AX_Gebaeude,DEBE04YY50000E79,1040,UUID_8e884d05-fd64-4bd7-9d83-aeaf5ba2d472,,,,,2024/02/05 04:16:18.398,,,,2024/02/05 04:16:18.398,citydb_user,,,1035
1000,"2120",Werkstatt,,,"1",,,,,,,,,,"11000004035710002","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße,,"2","2",AX_Gebaeude,DEBE04YY50000QEa,1175,UUID_27352c3d-c07a-43a5-b82f-5c755985053b,,,,,2024/02/05 04:16:18.992,,,,2024/02/05 04:16:18.992,citydb_user,,,1169
1001,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0002B,,,,,,,,,,,,,,,
1002,,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y0w,,,,,,,,,,,,,,,
1003,,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1HY00034,1831,UUID_3fefd3fc-b0d3-480c-b93b-cb44ad0678c2,,,,,2024/02/05 04:16:20.157,,,,2024/02/05 04:16:20.157,citydb_user,,,1828
1004,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530003","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 3,"3",,,AX_Gebaeude,DEBE04YY50000HK8,531,UUID_8a4f7298-3ff1-4eff-965a-420166ae37f1,,,,,2024/02/05 04:16:17.703,,,,2024/02/05 04:16:17.703,citydb_user,,,515
1005,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500005ad,249,UUID_55ff21ac-ddb5-4ba4-ae5d-0bba5a241479,,,,,2024/02/05 04:16:17.028,,,,2024/02/05 04:16:17.028,citydb_user,,,235
1006,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530013","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 13,"13",,,AX_Gebaeude,DEBE04YY50000JZF,1674,UUID_23aa5a0f-66dc-4396-944d-a140937f2974,,,,,2024/02/05 04:16:19.926,,,,2024/02/05 04:16:19.926,citydb_user,,,1652
1007,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004019690012","4200",Aus Katasterkarten digitalisiert,"01969",Herschelstraße 12,"12",,,AX_Gebaeude,DEBE04YY50000OwU,1935,UUID_cd4c356a-0a5b-45f0-9c92-d788647ee98b,,,,,2024/02/05 04:16:20.308,,,,2024/02/05 04:16:20.308,citydb_user,,,1929
1008,"2571",Gaswerk,,,"1",,,,,,,,,,"11000004014840003","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 3,"3",,,AX_Gebaeude,DEBE04YY50000Iit,2073,UUID_fe7fc8ff-de11-4775-ae1e-ed94abbcfbe9,,,,,2024/02/05 04:16:20.621,,,,2024/02/05 04:16:20.621,citydb_user,,,2058
1009,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001y,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
1010,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440004","4200",Aus Katasterkarten digitalisiert,"03344, 04418","Osnabrücker Straße 4; Tauroggener Straße 14",,,,AX_Gebaeude,DEBE04YY50000PV4,,,,,,,,,,,,,,,
1011,"2111",Fabrik,,,"10",,true,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","18",AX_Gebaeude,DEBE04YY50000EV6,,,,,,,,,,,,,,,
1012,"2080",Gebäude für Bewirtung,,,"1",,,,,,,,,,"11000004029560005","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,5A,"1",AX_Gebaeude,DEBE04YY500005Tg,,,,,,,,,,,,,,,
1013,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Gdy,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
1014,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"2",,,,,,,,,,"11000004023750004","4200",Aus Katasterkarten digitalisiert,"02375",Keplerstraße,,"4","3",AX_Gebaeude,DEBE04YY5000071d,744,UUID_9dc7996f-9839-4530-adfe-4bb8b7d450ea,,,,,2024/02/05 04:16:18.036,,,,2024/02/05 04:16:18.036,citydb_user,,,724
1015,"2521",Elektrizitätswerk,,,"6",,,,,Kraftwerk Charlottenburg (stillgelegt),,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord 5,"5",,,AX_Gebaeude,DEBE04YY500002TA,,,,,,,,,,,,,,,
1016,,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YMT,,,,,,,,,,,,,,,
1017,"2120",Werkstatt,,,"1",,,,,,,,,,"11000004016320041","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"41","3",AX_Gebaeude,DEBE04YY50000OcC,890,UUID_a61ff113-e3b8-4e59-b1f7-78366af30965,,,,,2024/02/05 04:16:18.230,,,,2024/02/05 04:16:18.230,citydb_user,,,877
1018,"2055",Kiosk,,,"1",,,,,,,,,,"11000004033440028","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"28","1",AX_Gebaeude,DEBE04YY500005l3,1133,UUID_a407f9ff-2151-421f-980e-863ecb29b97a,,,,,2024/02/05 04:16:18.526,,,,2024/02/05 04:16:18.526,citydb_user,,,1131
1019,,,,,"6",,,"2400",Arkade,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1HO00001,1738,UUID_a43d9ffe-e855-4df3-9e92-952469915410,,,,,2024/02/05 04:16:19.993,,,,2024/02/05 04:16:19.993,citydb_user,,,1706
1020,"1000",Wohngebäude,,,"1",,,,,,,,,,"11000004051340044","9998",Nach Quellenlage nicht zu spezifizieren,"05134",Lise-Meitner-Straße,,"44","1",AX_Gebaeude,DEBE04YY50000NkJ,,,,,,,,,,,,,,,
1021,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000AFF,2321,DEB_LOD2_UUID_1f08ae1c-3681-408e-8e47-5bb5ce1cac15_b52660e4-b718-4fed-be41-3adf5999e859,,,,,2024/02/05 04:16:21.267,,,,2024/02/05 04:16:21.267,citydb_user,,,2158
1022,"2522",Umspannwerk,,,"2",,,,,,,,,,"11000004044240027","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 27,"27",,,AX_Gebaeude,DEBE04YY500006hZ,,,,,,,,,,,,,,,
1023,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"5",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","24",AX_Gebaeude,DEBE04YY50000B63,,,,,,,,,,,,,,,
1024,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500008oF,1491,UUID_fc8430bb-1261-4d40-a410-06c0d190afbe,,,,,2024/02/05 04:16:19.614,,,,2024/02/05 04:16:19.614,citydb_user,,,1475
1025,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2vw0000t,,,,,,,,,,,,,,,
1026,,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15J00005,,,,,,,,,,,,,,,
1027,"2523",Umformer,,,"1",,,,,,,,,,"11000004051340010","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße,,"10","1",AX_Gebaeude,DEBE04YY50000D8T,,,,,,,,,,,,,,,
1028,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002nT,,,,,,,,,,,,,,,
1029,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800006","4200",Aus Katasterkarten digitalisiert,"07080","Mierendorffplatz 6, 8",,,,AX_Gebaeude,DEBE04YY50000PO8,2037,UUID_e920bc81-99c9-483e-b6f6-f984e386e677,,,,,2024/02/05 04:16:20.459,,,,2024/02/05 04:16:20.459,citydb_user,,,2024
1030,,,,,"4",,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04ALk800000X,,,,,,,,,,,,,,,
1031,"2591",Pumpwerk (nicht für Wasserversorgung),,,"1",,,,,,,,,,"11000004070800001","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 1,"1",,,AX_Gebaeude,DEBE04YY50000BBT,1360,UUID_09ba5808-4e18-4e50-8508-d8026e3c3e19,,,,,2024/02/05 04:16:19.440,,,,2024/02/05 04:16:19.440,citydb_user,,,1352
1032,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YZG,1676,UUID_2a4ff5f9-98d3-48f2-8fab-3716a99e3358,,,,,2024/02/05 04:16:19.930,,,,2024/02/05 04:16:19.930,citydb_user,,,1667
1033,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740002","4200",Aus Katasterkarten digitalisiert,"03074",Mierendorffstraße 2,"2",,,AX_Gebaeude,DEBE04YY500002JB,1666,UUID_db296c52-6a92-45be-8e5e-ff3a73e8eca7,,,,,2024/02/05 04:16:19.922,,,,2024/02/05 04:16:19.922,citydb_user,,,1639
1034,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000MAT,2321,DEB_LOD2_UUID_1f08ae1c-3681-408e-8e47-5bb5ce1cac15_b52660e4-b718-4fed-be41-3adf5999e859,,,,,2024/02/05 04:16:21.267,,,,2024/02/05 04:16:21.267,citydb_user,,,2158
1035,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005K,,,,,,,,,,,,,,,
1036,"2463",Garage,,,"1",,,,,,"1500",Sammelgarage,,,"11000004009260004","4200",Aus Katasterkarten digitalisiert,"00926",Darwinstraße,,"4","2",AX_Gebaeude,DEBE04YY50000GLi,,,,,,,,,,,,,,,
1037,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000DQJ,3273,DEB_LOD2_UUID_efd3a472-f782-4331-a9cf-39bf685d4578_9c6db35c-d292-4f9c-b86e-3054081cbe81,,,,,2024/02/05 04:16:22.024,,,,2024/02/05 04:16:22.024,citydb_user,,,3246
1038,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810024","4200",Aus Katasterkarten digitalisiert,"03081","Mindener Straße 24, 25",,,,AX_Gebaeude,DEBE04YY50000PBN,,,,,,,,,,,,,,,
1039,"2120",Werkstatt,,,"2",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","12",AX_Gebaeude,DEBE04YY50000KQ3,400,UUID_f0dad927-a81b-4197-90d2-87d04af9f1f8,,,,,2024/02/05 04:16:17.490,,,,2024/02/05 04:16:17.490,citydb_user,,,375
1040,"2010",Gebäude für Handel und Dienstleistungen,,,"1",,,,,,,,,,"11000004009260013","4200",Aus Katasterkarten digitalisiert,"00926",Darwinstraße,,"13","2",AX_Gebaeude,DEBE04YY500003Ns,,,,,,,,,,,,,,,
1041,,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJJ00002U,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
1042,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000DUn,542,UUID_72796d45-8704-4c30-83d5-b84b9f81317c,,,,,2024/02/05 04:16:17.726,,,,2024/02/05 04:16:17.726,citydb_user,,,526
1043,"2111",Fabrik,,,"3",,,,,,,,,,"11000004029560002","4200",Aus Katasterkarten digitalisiert,"02956","Max-Dohrn-Straße 2, 4",,,,AX_Gebaeude,DEBE04YY500008ci,,,,,,,,,,,,,,,
1044,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYOm00006K,,,,,,,,,,,,,,,
1045,"1010",Wohnhaus,,,"1",,,,,,"9999",Sonstiges,,,"11000004051340050","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße,,"50","2",AX_Gebaeude,DEBE04YY50000Obo,,,,,,,,,,,,,,,
1046,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800011","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 11,"11",,,AX_Gebaeude,DEBE04YY500002Ap,1491,UUID_fc8430bb-1261-4d40-a410-06c0d190afbe,,,,,2024/02/05 04:16:19.614,,,,2024/02/05 04:16:19.614,citydb_user,,,1475
1047,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xvq,4422,DEB_LOD2_UUID_712d0715-3b98-4046-8060-35ca8a6af9e1_159fe9ed-fa7d-4b00-ab78-d6e8ca777d94,,,,,2024/02/05 04:16:23.934,,,,2024/02/05 04:16:23.934,citydb_user,,,3379
1048,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500006xo,1801,UUID_c6967605-8a09-485a-a8bb-c547ec2a49a7,,,,,2024/02/05 04:16:20.113,,,,2024/02/05 04:16:20.113,citydb_user,,,1795
1049,"2111",Fabrik,,,"6",,,,,,,,,,"11000004021430015","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße 15,"15",,,AX_Gebaeude,DEBE04YY50000FwN,804,UUID_410a91de-7e0c-4670-b544-6707e030fd40,,,,,2024/02/05 04:16:18.112,,,,2024/02/05 04:16:18.112,citydb_user,,,786
1050,,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL37N0000Q,,,,,,,,,,,,,,,
1051,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005S,,,,,,,,,,,,,,,
1052,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000In1,1526,UUID_513c2b41-b8d2-4f41-b899-6cb1e9e25bf5,,,,,2024/02/05 04:16:19.753,,,,2024/02/05 04:16:19.753,citydb_user,,,1507
1053,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810015","4200",Aus Katasterkarten digitalisiert,"03081, 04424","Mindener Straße 15, 16; Tegeler Weg 12, 13",,,,AX_Gebaeude,DEBE04YY500009Qd,1831,UUID_3fefd3fc-b0d3-480c-b93b-cb44ad0678c2,,,,,2024/02/05 04:16:20.157,,,,2024/02/05 04:16:20.157,citydb_user,,,1828
1054,"3044",Gemeindehaus,,,"5",,,,,,,,,,"11000004030810001","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße,,"1","1",AX_Gebaeude,DEBE04YY500001GY,586,UUID_0661605b-e47c-4898-86f2-57f9aa6dd1e2,,,,,2024/02/05 04:16:17.811,,,,2024/02/05 04:16:17.811,citydb_user,,,567
1055,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Fa4,,,,,,,,,,,,,,,
1056,"1010",Wohnhaus,,,"4",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,,"4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 7,"7",,,AX_Gebaeude,DEBE00YY1Ha0003w,1783,UUID_bc47a4fa-de87-4e62-9d54-84a1dbc6b1ef,,,,,2024/02/05 04:16:20.055,,,,2024/02/05 04:16:20.055,citydb_user,,,1765
1057,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004006930037","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,37A,"1",AX_Gebaeude,DEBE04YY500003vn,607,UUID_24fd8b5f-0c22-4c3d-b9cf-b29a181848b2,,,,,2024/02/05 04:16:17.851,,,,2024/02/05 04:16:17.851,citydb_user,,,592
1058,"2020",Bürogebäude,,,"10",,true,,,,,,,,"11000004016320035","4200",Aus Katasterkarten digitalisiert,"01632, 02289","Goslarer Ufer 35, 37, 39; Kaiserin-Augusta-Allee 31, 31A, 31B, 31C, 31D",,,,AX_Gebaeude,DEBE04YY500002zq,,,,,,,,,,,,,,,
1059,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002Tj,1783,UUID_bc47a4fa-de87-4e62-9d54-84a1dbc6b1ef,,,,,2024/02/05 04:16:20.055,,,,2024/02/05 04:16:20.055,citydb_user,,,1765
1060,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660020","4200",Aus Katasterkarten digitalisiert,"07080, 03266","Mierendorffplatz 2, 4; Nordhauser Straße 20",,,,AX_Gebaeude,DEBE04YY50000BlO,2037,UUID_e920bc81-99c9-483e-b6f6-f984e386e677,,,,,2024/02/05 04:16:20.459,,,,2024/02/05 04:16:20.459,citydb_user,,,2024
1061,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740017","4200",Aus Katasterkarten digitalisiert,"03074","Mierendorffstraße 17, 19",,,,AX_Gebaeude,DEBE04YY50000NA7,,,,,,,,,,,,,,,
1062,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"4",,,,,,,,,,"11000004014840001","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"1","1",AX_Gebaeude,DEBE04YY500003W8,1967,UUID_198ef266-0b86-436e-a38d-687da0038cc1,,,,,2024/02/05 04:16:20.349,,,,2024/02/05 04:16:20.349,citydb_user,,,1962
1063,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Qvc,1452,UUID_2b0509e9-af57-49b4-a8da-5bba6b507b9a,,,,,2024/02/05 04:16:19.563,,,,2024/02/05 04:16:19.563,citydb_user,,,1449
1064,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15p00036,1471,UUID_576015cb-6e0d-477a-a15f-ef3e362e8fe5,,,,,2024/02/05 04:16:19.589,,,,2024/02/05 04:16:19.589,citydb_user,,,1464
1065,"1120",Wohngebäude mit Handel und Dienstleistungen,,,"6",,,,,,,,,,"11000004044240025","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 25,"25",,,AX_Gebaeude,DEBE04YY500001bt,2081,UUID_c37d3482-289b-4a59-93d5-00ccc12f8621,,,,,2024/02/05 04:16:20.702,,,,2024/02/05 04:16:20.702,citydb_user,,,2076
