fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i
613,"1010",Wohnhaus,"1400",Aufgeständert,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930036","4200",Aus Katasterkarten digitalisiert,"00693, 04418","Brahestraße 36; Tauroggener Straße 17",,,,AX_Gebaeude,DEBE04YY500003Pf,685,UUID_369f52cf-0664-4386-a9e3-499c5746b66b,,,,,2024/02/05 04:16:17.955,,,,2024/02/05 04:16:17.955,citydb_user,,,679
614,"2010",Gebäude für Handel und Dienstleistungen,,,"1",,,,,,,,,,"11000004035710001","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße,,"1","3",AX_Gebaeude,DEBE04YY50000BAW,,,,,,,,,,,,,,,
615,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890082","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 82,"82",,,AX_Gebaeude,DEBE04YY50000Lir,1021,UUID_9417975a-afa4-4a8c-948f-3f369893a3ea,,,,,2024/02/05 04:16:18.372,,,,2024/02/05 04:16:18.372,citydb_user,,,989
616,"3021",Allgemein bildende Schule,,,"1",,,,,,,,,,"11000004006930006","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"6","2",AX_Gebaeude,DEBE04YY50000BTD,1630,UUID_368fdd32-5798-48ee-af2d-de1277838f5a,,,,,2024/02/05 04:16:19.876,,,,2024/02/05 04:16:19.876,citydb_user,,,1605
617,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004022890082","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee,,"82","1",AX_Gebaeude,DEBE04YY50000AF7,1217,UUID_00458469-24ea-4de8-abaf-95a11a148ded,,,,,2024/02/05 04:16:19.114,,,,2024/02/05 04:16:19.114,citydb_user,,,1192
618,,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15J00001,3168,DEB_LOD2_UUID_d199cab8-8f03-4b56-ac54-366dae42f6d9_2f08bd4f-3a46-4227-bafb-c521cc6b37ec,,,,,2024/02/05 04:16:21.929,,,,2024/02/05 04:16:21.929,citydb_user,,,3125
619,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440029","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 29,"29",,,AX_Gebaeude,DEBE04YY50000EoG,621,UUID_08f535f1-e69d-439c-acf3-eca62375eb8f,,,,,2024/02/05 04:16:17.862,,,,2024/02/05 04:16:17.862,citydb_user,,,590
620,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"05134",Lise-Meitner-Straße,,"35","1",AX_Gebaeude,DEBE00YY1Tj0002L,,,,,,,,,,,,,,,
621,"2142",Speichergebäude,,,"1",,,,,,,,,,"11000004032660026","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße,,"26","2",AX_Gebaeude,DEBE04YY50000KH8,1086,UUID_fafe2ea7-9910-40d3-8fa9-e19bf4a56b31,,,,,2024/02/05 04:16:18.450,,,,2024/02/05 04:16:18.450,citydb_user,,,1067
622,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003Q,,,,,,,,,,,,,,,
623,,,,,"21",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Rtk,,,,,,,,,,,,,,,
624,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180038","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 38,"38",,,AX_Gebaeude,DEBE04YY500000uD,593,UUID_32118392-41f0-489b-8e50-6a8c3cd13b0c,,,,,2024/02/05 04:16:17.821,,,,2024/02/05 04:16:17.821,citydb_user,,,575
625,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000CTe,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
626,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y0d,993,UUID_6cc8f108-9986-49f4-a4ea-fa070634a5f5,,,,,2024/02/05 04:16:18.339,,,,2024/02/05 04:16:18.339,citydb_user,,,981
627,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YrR,1676,UUID_2a4ff5f9-98d3-48f2-8fab-3716a99e3358,,,,,2024/02/05 04:16:19.930,,,,2024/02/05 04:16:19.930,citydb_user,,,1667
628,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1HO00000,1738,UUID_a43d9ffe-e855-4df3-9e92-952469915410,,,,,2024/02/05 04:16:19.993,,,,2024/02/05 04:16:19.993,citydb_user,,,1706
629,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500004ZS,,,,,,,,,,,,,,,
630,"2523",Umformer,,,"1",,,,,,,,,,"11000004032660012","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße,,"12","1",AX_Gebaeude,DEBE04YY50000KUA,1029,UUID_250f2e3f-99b8-4c6a-9b13-cb55046e182b,,,,,2024/02/05 04:16:18.378,,,,2024/02/05 04:16:18.378,citydb_user,,,1009
631,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KwT,3520,DEB_LOD2_UUID_e0b1dad0-0acd-4975-bb73-2adafe8bed88_47c50c83-9451-4b8c-a60d-77f4a8817cb1,,,,,2024/02/05 04:16:22.333,,,,2024/02/05 04:16:22.333,citydb_user,,,3299
632,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004035710015","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße 15,"15",,,AX_Gebaeude,DEBE04YY50000L0M,399,UUID_de01ca45-e075-4f54-8b66-f00429d52cd5,,,,,2024/02/05 04:16:17.486,,,,2024/02/05 04:16:17.486,citydb_user,,,384
633,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530015","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 15,"15",,,AX_Gebaeude,DEBE04YY50000ICL,1681,UUID_2dc8e12c-ac10-418e-93ab-cfe728d9bd7e,,,,,2024/02/05 04:16:19.939,,,,2024/02/05 04:16:19.939,citydb_user,,,1678
634,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000CIR,,,,,,,,,,,,,,,
635,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440020","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"20","1",AX_Gebaeude,DEBE04YY50000POZ,1851,UUID_197b598d-0abe-43bf-85c4-28083efdb896,,,,,2024/02/05 04:16:20.181,,,,2024/02/05 04:16:20.181,citydb_user,,,1846
636,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Olp,608,UUID_c9170407-7887-471d-aa0a-353074e5ba31,,,,,2024/02/05 04:16:17.851,,,,2024/02/05 04:16:17.851,citydb_user,,,606
637,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530004","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 4,"4",,,AX_Gebaeude,DEBE04YY50000AJm,,,,,,,,,,,,,,,
638,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000P9o,759,UUID_1c4a4b72-96c6-419d-a21d-7ea23998d6ba,,,,,2024/02/05 04:16:18.054,,,,2024/02/05 04:16:18.054,citydb_user,,,753
639,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00002,,,,,,,,,,,,,,,
640,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000PDu,,,,,,,,,,,,,,,
641,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660009","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 9,"9",,,AX_Gebaeude,DEBE04YY500007pM,976,UUID_f2d20d9a-ac5c-458a-9472-985d893758ac,,,,,2024/02/05 04:16:18.317,,,,2024/02/05 04:16:18.317,citydb_user,,,948
642,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"2",,,,,,,,,,"11000004023750012","4200",Aus Katasterkarten digitalisiert,"02375",Keplerstraße 12,"12",,,AX_Gebaeude,DEBE04YY500007XO,,,,,,,,,,,,,,,
643,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007yJ,,,,,,,,,,,,,,,
644,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004018380001","4200",Aus Katasterkarten digitalisiert,"01838",Harlingeroder Weg,,"1","1",AX_Gebaeude,DEBE04YY500004Un,560,UUID_ec24f0bc-4c0a-4db2-abc2-f4045b69b532,,,,,2024/02/05 04:16:17.757,,,,2024/02/05 04:16:17.757,citydb_user,,,541
645,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500000sR,1884,UUID_f1c2ac04-24e1-4162-ac89-e1c7a39223a7,,,,,2024/02/05 04:16:20.243,,,,2024/02/05 04:16:20.243,citydb_user,,,1878
646,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000LxB,,,,,,,,,,,,,,,
647,"2120",Werkstatt,,,"1",,,,,,,,,,"11000004021430030","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"30","4",AX_Gebaeude,DEBE04YY50000OjQ,1247,UUID_383c481a-e944-49ec-8942-bbb4c84b2e06,,,,,2024/02/05 04:16:19.200,,,,2024/02/05 04:16:19.200,citydb_user,,,1231
648,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY5000073l,2321,DEB_LOD2_UUID_1f08ae1c-3681-408e-8e47-5bb5ce1cac15_b52660e4-b718-4fed-be41-3adf5999e859,,,,,2024/02/05 04:16:21.267,,,,2024/02/05 04:16:21.267,citydb_user,,,2158
649,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2sT00000,,,,,,,,,,,,,,,
650,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001t,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
651,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15J00002,,,,,,,,,,,,,,,
652,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Cuw,,,,,,,,,,,,,,,
653,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240104","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 104,"104",,,AX_Gebaeude,DEBE04YY500007Wv,1676,UUID_2a4ff5f9-98d3-48f2-8fab-3716a99e3358,,,,,2024/02/05 04:16:19.930,,,,2024/02/05 04:16:19.930,citydb_user,,,1667
654,,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000QLs,,,,,,,,,,,,,,,
655,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15J00006,,,,,,,,,,,,,,,
656,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YJg,580,UUID_1a504f45-a9a1-4ab2-a989-45ed75b9304c,,,,,2024/02/05 04:16:17.806,,,,2024/02/05 04:16:17.806,citydb_user,,,576
657,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15i0008q,356,UUID_10312b1e-3367-4193-9272-e675e12ae6c2,,,,,2024/02/05 04:16:17.401,,,,2024/02/05 04:16:17.401,citydb_user,,,338
658,"2520",Gebäude zur Elektrizitätsversorgung,,,"4",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","38",AX_Gebaeude,DEBE04YY50000FxA,1195,UUID_2a0b513f-62da-478d-8787-bf93f009cc37,,,,,2024/02/05 04:16:19.068,,,,2024/02/05 04:16:19.068,citydb_user,,,1191
659,,,,,"1",,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000G51,,,,,,,,,,,,,,,
660,"2521",Elektrizitätswerk,,,"16",,true,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","1",AX_Gebaeude,DEBE04YY500001dN,,,,,,,,,,,,,,,
661,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004069840003","4200",Aus Katasterkarten digitalisiert,"06984","Goslarer Platz 3, 4",,,,AX_Gebaeude,DEBE04YY50000QkM,885,UUID_c9c8a405-53c3-4643-b039-f2a31f3ea3fd,,,,,2024/02/05 04:16:18.219,,,,2024/02/05 04:16:18.219,citydb_user,,,851
662,"2120",Werkstatt,,,"2",,,,,,,,,,"11000004051340003","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße,,"3","6",AX_Gebaeude,DEBE04YY50000RJv,744,UUID_9dc7996f-9839-4530-adfe-4bb8b7d450ea,,,,,2024/02/05 04:16:18.036,,,,2024/02/05 04:16:18.036,citydb_user,,,724
663,"1130",Wohngebäude mit Gewerbe und Industrie,,,"3",,,,,,,,,,"11000004021430020","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße 20,"20",,,AX_Gebaeude,DEBE04YY50000Aby,1264,UUID_425d2025-3783-4fc7-a0ff-be0210ed01dd,,,,,2024/02/05 04:16:19.237,,,,2024/02/05 04:16:19.237,citydb_user,,,1257
664,"3021",Allgemein bildende Schule,,,"5",,,,,Sporthalle Kindertagesstätte,,,,,"11000004032660022","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 22,"22",,,AX_Gebaeude,DEBE04YY500006zT,1373,UUID_38132779-2468-4703-aa38-fac9ca51b496,,,,,2024/02/05 04:16:19.467,,,,2024/02/05 04:16:19.467,citydb_user,,,1366
665,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YR1,,,,,,,,,,,,,,,
666,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000C2n,2321,DEB_LOD2_UUID_1f08ae1c-3681-408e-8e47-5bb5ce1cac15_b52660e4-b718-4fed-be41-3adf5999e859,,,,,2024/02/05 04:16:21.267,,,,2024/02/05 04:16:21.267,citydb_user,,,2158
667,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y9z,1510,UUID_de2e9a29-64e3-48aa-87f0-641b23bc60b7,,,,,2024/02/05 04:16:19.637,,,,2024/02/05 04:16:19.637,citydb_user,,,1498
668,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15N0009s,,,,,,,,,,,,,,,
669,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14l00017,,,,,,,,,,,,,,,
670,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5dQ00004,,,,,,,,,,,,,,,
671,,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YfM,548,UUID_cf3167d0-b34e-4d3b-ad19-df940c889d77,,,,,2024/02/05 04:16:17.740,,,,2024/02/05 04:16:17.740,citydb_user,,,516
672,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320025","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"25","3",AX_Gebaeude,DEBE04YY50000Cax,527,UUID_916a9278-333b-4569-acd5-acdf4d6ef597,,,,,2024/02/05 04:16:17.702,,,,2024/02/05 04:16:17.702,citydb_user,,,503
673,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y3h,593,UUID_32118392-41f0-489b-8e50-6a8c3cd13b0c,,,,,2024/02/05 04:16:17.821,,,,2024/02/05 04:16:17.821,citydb_user,,,575
674,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mr8,581,UUID_ec0c8645-b7f2-4555-8561-049c7cb165e4,,,,,2024/02/05 04:16:17.807,,,,2024/02/05 04:16:17.807,citydb_user,,,566
675,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005U,,,,,,,,,,,,,,,
676,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930018","4200",Aus Katasterkarten digitalisiert,"00693, 01219, 01969","Brahestraße 18, 19; Fabriciusstraße 18, 20, 22, 24, 26, 28, 30, 32; Herschelstraße 13",,,,AX_Gebaeude,DEBE04YY50000D1C,2925,DEB_LOD2_UUID_7084d86c-07f2-4251-a1a6-69e0473ed093_4dfb748a-9966-460c-a508-af386b564bdd,,,,,2024/02/05 04:16:21.730,,,,2024/02/05 04:16:21.730,citydb_user,,,2601
677,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000M60,1793,UUID_04ccbbc3-af5b-478f-b9d3-9ce16ad8d1ff,,,,,2024/02/05 04:16:20.091,,,,2024/02/05 04:16:20.091,citydb_user,,,1778
678,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740014","4200",Aus Katasterkarten digitalisiert,"03074","Mierendorffstraße 14, 16, 16A",,,,AX_Gebaeude,DEBE04YY50000NEy,286,UUID_ca2c5094-2e64-418e-bb3d-6497e83f941d,,,,,2024/02/05 04:16:17.267,,,,2024/02/05 04:16:17.267,citydb_user,,,265
679,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1R50006v,1164,UUID_bad7fc66-c9f4-4b7b-94b6-c9cc65fe9246,,,,,2024/02/05 04:16:18.706,,,,2024/02/05 04:16:18.706,citydb_user,,,1157
680,"2522",Umspannwerk,,,"5",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","11",AX_Gebaeude,DEBE04YY500007Es,,,,,,,,,,,,,,,
681,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320031","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"31","1",AX_Gebaeude,DEBE04YY500002dK,517,UUID_89ab438e-e70e-45bd-9e41-2d6c41c69e93,,,,,2024/02/05 04:16:17.686,,,,2024/02/05 04:16:17.686,citydb_user,,,492
682,"1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004033120051","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 51D, 51E, 51F, 51G, 51H",,,,AX_Gebaeude,DEBE04YY5000023o,1623,UUID_453c68ec-8f67-4b2c-8471-4baebd04cf99,,,,,2024/02/05 04:16:19.870,,,,2024/02/05 04:16:19.870,citydb_user,,,1597
683,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890092","4200",Aus Katasterkarten digitalisiert,"02289, 04803","Kaiserin-Augusta-Allee 92; Wernigeroder Straße 25",,,,AX_Gebaeude,DEBE04YY500003iH,,,,,,,,,,,,,,,
684,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004033440002","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"2","1",AX_Gebaeude,DEBE04YY50000Lkh,614,UUID_6ddfb092-15fe-4e20-8dc7-d9ebc27ab8ae,,,,,2024/02/05 04:16:17.856,,,,2024/02/05 04:16:17.856,citydb_user,,,582
685,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GN2,1851,UUID_197b598d-0abe-43bf-85c4-28083efdb896,,,,,2024/02/05 04:16:20.181,,,,2024/02/05 04:16:20.181,citydb_user,,,1846
686,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YcQ,2731,DEB_LOD2_UUID_0876420e-8d8c-46a0-b33f-e3fe5b7c5727_af24dfcc-8a2d-4d03-9c2e-07fedc8be544,,,,,2024/02/05 04:16:21.600,,,,2024/02/05 04:16:21.600,citydb_user,,,2154
687,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mcn,,,,,,,,,,,,,,,
688,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004021430039","4200",Aus Katasterkarten digitalisiert,"02143","Ilsenburger Straße 39, 40",,,,AX_Gebaeude,DEBE04YY500004k1,1543,UUID_fa380ab4-e97b-41aa-a119-d2034528a416,,,,,2024/02/05 04:16:19.769,,,,2024/02/05 04:16:19.769,citydb_user,,,1532
689,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Iul,,,,,,,,,,,,,,,
690,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930032","4200",Aus Katasterkarten digitalisiert,"00693, 02314","Brahestraße 32, 33; Kamminer Straße 14, 15",,,,AX_Gebaeude,DEBE04YY50000QGI,2334,DEB_LOD2_UUID_20520f97-c162-4e77-930b-030f3b98d4a1_705d7046-bdf0-48f9-9de3-2c4c0789271b,,,,,2024/02/05 04:16:21.283,,,,2024/02/05 04:16:21.283,citydb_user,,,2162
691,"2520",Gebäude zur Elektrizitätsversorgung,,,"1",,,,,,,,,,"11000004029560007","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"7","3",AX_Gebaeude,DEBE04YY500007pI,,,,,,,,,,,,,,,
692,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001G,1884,UUID_f1c2ac04-24e1-4162-ac89-e1c7a39223a7,,,,,2024/02/05 04:16:20.243,,,,2024/02/05 04:16:20.243,citydb_user,,,1878
693,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004070800015","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz,,"15","1",AX_Gebaeude,DEBE04YY50000BoY,1529,UUID_aac68f56-1058-4abb-8d89-868dd5174fa8,,,,,2024/02/05 04:16:19.753,,,,2024/02/05 04:16:19.753,citydb_user,,,1521
694,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033120004","4200",Aus Katasterkarten digitalisiert,"03312",Olbersstraße 4,"4",,,AX_Gebaeude,DEBE04YY50000IUG,1937,UUID_88a2462b-1616-4edd-9691-4e32849cd007,,,,,2024/02/05 04:16:20.308,,,,2024/02/05 04:16:20.308,citydb_user,,,1921
695,"2120",Werkstatt,,,"1",,,,,,,,,,"11000004021430030","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"30","7",AX_Gebaeude,DEBE04YY50000Lwj,1410,UUID_1bc8c219-c2dc-4761-ad9b-d8e76947a271,,,,,2024/02/05 04:16:19.521,,,,2024/02/05 04:16:19.521,citydb_user,,,1396
696,"2120",Werkstatt,,,"1",,,,,,,,,,"11000004035710002","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße,,"2","3",AX_Gebaeude,DEBE04YY50000Baa,1138,UUID_840ac5a2-7012-4bff-85d2-946cf1e69ee4,,,,,2024/02/05 04:16:18.533,,,,2024/02/05 04:16:18.533,citydb_user,,,1113
697,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004006930001","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"1","1",AX_Gebaeude,DEBE04YY50000Bwg,2033,UUID_8bd5bc64-4667-416a-b769-612ef4a5ecc4,,,,,2024/02/05 04:16:20.451,,,,2024/02/05 04:16:20.451,citydb_user,,,2009
698,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180044","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 44,"44",,,AX_Gebaeude,DEBE04YY50000Ncz,1777,UUID_fb7b17bc-d2fc-484f-b7ba-935f5f5941e1,,,,,2024/02/05 04:16:20.047,,,,2024/02/05 04:16:20.047,citydb_user,,,1741
699,,,"1400",Aufgeständert,"14",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Eyq,,,,,,,,,,,,,,,
700,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002no,,,,,,,,,,,,,,,
701,"2100",Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","28",AX_Gebaeude,DEBE04YY500009zg,,,,,,,,,,,,,,,
702,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004029560003","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"3","1",AX_Gebaeude,DEBE04YY50000K4X,,,,,,,,,,,,,,,
